Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
CAMPOS;74281025290;1-OGX-31-RJS;ÓLEO;0,00;3.163,50;1;garrafa de vidro | 500 ml;500  ml;03/03/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025290;1-OGX-31-RJS;ÓLEO;0,00;3.192,80;1;garrafa de vidro | 500 ml;150 ml;03/03/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025347;1-OGX-34-MA;água/lama;2.525,00;2.577,00;1;garrafa de vidro | 500 ml;500  ml;02/05/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025347;1-OGX-34-MA;ÁGUA;0,00;1.321,50;1;garrafa de vidro | 500 ml;500  ml;02/05/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025347;1-OGX-34-MA;ÁGUA;0,00;1.767,50;1;garrafa de vidro | 500 ml;500  ml;02/05/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;3.262,30;1;garrafa de vidro | 60 ml;2 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;3.291,00;1;garrafa de vidro | 60 ml;2 ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;3.262,30;1;garrafa de vidro | 50 ml;30  ml;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024433;1-OGX-4-RJS;ÓLEO;0,00;2.384,50;1;garrafa de vidro | 500 ml;200 ml;25/01/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024433;1-OGX-4-RJS;ÓLEO;0,00;2.384,50;1;garrafa de vidro | 500 ml;300 ml;25/01/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024433;1-OGX-4-RJS;ÓLEO;0,00;2.384,50;1;garrafa de vidro | 50 ml;2 ml;25/01/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025602;1-OGX-52-RJS;ÓLEO;0,00;3.600,00;1;garrafa de vidro | 500 ml;250 ml;07/08/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025602;1-OGX-52-RJS;ÓLEO;0,00;3.506,80;1;garrafa de vidro | 500 ml;450 ml;07/08/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025692;1-OGX-59-MA;ÁGUA;1.192,70;1.210,00;1;garrafa de vidro | 500 ml;500 ml;11/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025692;1-OGX-59-MA;ÁGUA;0,00;1.175,00;1;garrafa de vidro | 500 ml;500 ml;11/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025692;1-OGX-59-MA;ÁGUA;1.482,70;1.500,00;1;garrafa de vidro | 500 ml;250 ml;11/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024434;1-OGX-5-RJS;ÓLEO;0,00;3.002,40;1;garrafa de vidro | 500 ml;200 ml;21/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024434;1-OGX-5-RJS;ÓLEO;0,00;3.002,40;1;garrafa de vidro | 50 ml;1 ml;21/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025817;1-OGX-63A-SPS;água/lama;0,00;0,00;1;garrafa de vidro | 250 ml;150 ml;05/02/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025817;1-OGX-63A-SPS;água/lama;0,00;0,00;1;garrafa de vidro | 250 ml;150 ml;05/02/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025813;1-OGX-66-MA;ÁGUA;1.170,34;1.188,00;1;garrafa de vidro | 500 ml;500 ml;15/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024515;1-OGX-6-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;01/04/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024515;1-OGX-6-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;01/04/2010;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026110;1-OGX-77-MA;ÓLEO;1.645,10;1.680,00;1;garrafa de vidro | 500 ml;500 ml;03/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026110;1-OGX-77-MA;ÁGUA;778,00;798,00;1;garrafa de vidro | 500 ml;500 ml;03/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026110;1-OGX-77-MA;ÁGUA;1.645,10;1.680,00;1;garrafa de vidro | 500 ml;500 ml;03/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026110;1-OGX-77-MA;água/lama;1.645,10;1.680,00;1;garrafa de vidro | 500 ml;500 ml;03/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026129;1-OGX-78-RJS;ÓLEO;0,00;4.381,70;1;garrafa de vidro | 500 ml;400 ml;09/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026129;1-OGX-78-RJS;água/óleo;0,00;4.413,00;1;garrafa de vidro | 500 ml;400 ml;09/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026129;1-OGX-78-RJS;ÓLEO;0,00;4.693,20;1;garrafa de vidro | 500 ml;150 ml;09/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026148;1-OGX-79-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;150 ml;04/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026148;1-OGX-79-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;04/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;125 ml;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;125 ml;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026233;1-OGX-82-MA;ÁGUA;1.711,80;1.732,20;1;garrafa de vidro | 500 ml;500 ml;14/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026325;1-OGX-87-RJS;ÓLEO;0,00;2.565,50;1;garrafa de vidro | 500 ml;100 ml;09/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024579;1-OGX-8-RJS;ÓLEO;0,00;3.280,30;1;garrafa de vidro | 50 ml;1 ml;24/04/2010;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026436;1-OGX-92-MA;ÁGUA;1.750,00;1.760,00;1;garrafa de vidro | 500 ml;500 ml;13/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026436;1-OGX-92-MA;ÁGUA;1.750,00;1.760,00;1;garrafa de vidro | 500 ml;250 ml;13/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;74316026498;1-OGX-94DA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;02/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;74316026498;1-OGX-94DA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;02/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026528;1-OGX-96-MA;água/lama;1.706,00;1.713,00;1;garrafa de vidro | 500 ml;500 ml;24/12/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026528;1-OGX-96-MA;água/lama;2.120,00;2.133,00;1;garrafa de vidro | 500 ml;500 ml;24/12/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024731;3-OGX-13-RJS;ÓLEO;0,00;2.145,00;1;garrafa de vidro | 50 ml;1 ml;26/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025066;3-OGX-21D-RJS;ÓLEO;0,00;3.123,00;1;garrafa de vidro | 2 L;2 L;26/11/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025066;3-OGX-21D-RJS;ÓLEO;0,00;3.685,40;1;garrafa de vidro | 1 L;300 ml;26/11/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025348;3-OGX-35D-RJS;ÓLEO;0,00;2.122,00;1;garrafa de vidro | 500 ml;500 ml;31/03/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025419;3-OGX-38-MA;ÁGUA;1.734,00;1.845,00;1;garrafa de vidro | 500 ml;500 ml;11/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025419;3-OGX-38-MA;ÁGUA;1.787,07;1.805,70;1;garrafa de vidro | 500 ml;500 ml;11/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025419;3-OGX-38-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;11/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025419;3-OGX-38-MA;ÁGUA;0,00;1.845,00;1;pote de plástico | 5 L;2 L;11/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025433;3-OGX-41D-RJS;ÓLEO;0,00;2.126,80;1;garrafa de vidro | 500 ml;300 ml;28/04/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025433;3-OGX-41D-RJS;ÓLEO;0,00;2.229,00;1;garrafa de vidro | 500 ml;200 ml;28/04/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025447;3-OGX-42D-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;07/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025447;3-OGX-42D-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;07/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025457;3-OGX-43D-RJS;ÓLEO;0,00;2.909,20;1;garrafa de vidro | 500 ml;500 ml;26/05/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025514;3-OGX-46D-MA;ÁGUA;0,00;1.549,00;1;garrafa de vidro | 500 ml;500 ml;30/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025514;3-OGX-46D-MA;ÁGUA;0,00;1.576,80;1;garrafa de vidro | 500 ml;500 ml;30/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025531;3-OGX-48-RJS;ÓLEO;0,00;2.894,80;1;garrafa de vidro | 500 ml;200 ml;02/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025585;3-OGX-50D-RJS;ÓLEO;0,00;3.282,90;1;garrafa de vidro | 500 ml;100 ml;24/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;250 ml;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;250 ml;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025635;3-OGX-56D-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;26/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025635;3-OGX-56D-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;26/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025651;3-OGX-57-MA;ÁGUA;1.795,00;1.805,00;1;garrafa de vidro | 500 ml;500 ml;26/08/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025651;3-OGX-57-MA;ÁGUA;0,00;1.769,90;1;garrafa de vidro | 500 ml;500 ml;26/08/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025725;3-OGX-61-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;02/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025725;3-OGX-61-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;02/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;2.292,00;3.505,00;1;garrafa de vidro | 250 ml;100 ml;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;2.292,00;3.505,00;1;garrafa de vidro | 250 ml;100 ml;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025787;3-OGX-64DP-RJS;;0,00;2.296,80;1;garrafa de vidro | 500 ml;400 ml;03/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025999;3-OGX-72-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;05/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025999;3-OGX-72-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;05/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026014;3-OGX-73-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;350 ml;23/02/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026034;3-OGX-74-SPS;;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;19/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026034;3-OGX-74-SPS;;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;19/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026074;3-OGX-75-RJS;;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;22/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026074;3-OGX-75-RJS;;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;22/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026100;3-OGX-76-RJS;ÓLEO;0,00;2.187,00;1;garrafa de vidro | 500 ml;300 ml;07/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026157;3-OGX-80-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;19/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026157;3-OGX-80-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;19/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026194;3-OGX-81-RJS;ÓLEO;0,00;3.566,20;1;garrafa de vidro | 500 ml;350 ml;28/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026256;3-OGX-83D-RJS;ÓLEO;0,00;3.637,20;1;garrafa de vidro | 500 ml;300 ml;03/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026256;3-OGX-83D-RJS;ÓLEO;0,00;3.637,20;1;garrafa de vidro | 500 ml;400 ml;03/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026354;3-OGX-89D-SPS;água/óleo;0,00;4.397,00;1;garrafa de vidro | 500 ml;250 ml;26/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026354;3-OGX-89D-SPS;água/óleo;0,00;4.514,90;1;garrafa de vidro | 500 ml;500 ml;26/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026495;3-OGX-95-MA;ÁGUA;1.338,00;1.353,00;1;garrafa de vidro | 500 ml;500 ml;15/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026495;3-OGX-95-MA;ÁGUA;1.339,00;1.353,00;1;garrafa de vidro | 500 ml;225 ml;15/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028562;3-PGN-16-MA;condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;24/12/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028562;3-PGN-16-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;1.3 l;24/12/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028562;3-PGN-16-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;800 ml;24/12/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027782;3-PGN-2-MA;água/lama;0,00;1.601,50;1;garrafa de vidro | 500 ml;500 ml;19/10/2014;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028023;3-PGN-5-MA;ÁGUA;0,00;1.427,50;1;garrafa de vidro | 500 ml;500 ml;22/02/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028023;3-PGN-5-MA;ÁGUA;0,00;1.427,50;1;garrafa de vidro | 500 ml;500 ml;22/02/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028085;3-PGN-7D-MA;ÁGUA;0,00;1.889,00;1;garrafa de vidro | 1 L;1 L;23/03/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026882;4-OGX-108B-MA;ÁGUA;211,00;220,00;1;garrafa de vidro | 500 ml;500 ml;22/03/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026882;4-OGX-108B-MA;ÁGUA;211,00;220,00;1;garrafa de vidro | 500 ml;500 ml;22/03/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027069;4-OGX-113-MA;água/lama;1.410,00;1.418,00;1;garrafa de vidro | 500 ml;500 ml;23/06/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027069;4-OGX-113-MA;água/lama;1.707,00;1.750,00;1;garrafa de vidro | 500 ml;500 ml;23/06/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025495;4-OGX-45DA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;22/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025495;4-OGX-45DA-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;22/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025578;4-OGX-49-MA;água/óleo;0,00;1.773,50;1;garrafa de vidro | 500 ml;500 ml;06/08/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025740;4-OGX-62-RJS;;0,00;2.155,00;1;garrafa de vidro | 500 ml;500 ml;11/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025740;4-OGX-62-RJS;;0,00;2.221,00;1;garrafa de vidro | 500 ml;400 ml;11/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026413;4-OGX-91D-MA;ÁGUA;0,00;1.073,30;1;garrafa de vidro | 500 ml;500 ml;24/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;1.8 L;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;1.7 L;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;1.7 L;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;condensado;0,00;0,00;1;garrafa de vidro | 2 L;800 ml;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090028127;4-PGN-10-MA;ÁGUA;0,00;1.499,60;1;garrafa de vidro | 500 ml;250 ml;09/04/2015;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026761;5-OGX-103-MA;água/lama;203,00;224,00;1;garrafa de vidro | 500 ml;500 ml;12/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026761;5-OGX-103-MA;ÁGUA;0,00;232,80;1;garrafa de vidro | 500 ml;500 ml;12/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027802;7-GVB-1D-MA;água/lama;0,00;1.498,00;1;garrafa de vidro | 500 ml;500 ml;11/10/2014;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026299;7-GVR-10D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;29/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026406;7-GVR-11D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;20/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026343;7-GVR-12D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;23/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026343;7-GVR-12D-MA;água/condensado;0,00;0,00;1;garrafa de plástico | 500 ml;300 ml;23/07/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026470;7-GVR-13D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;250 ml;13/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026470;7-GVR-13D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;13/09/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026377;7-GVR-14D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 250 ml;50 ml;03/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026377;7-GVR-14D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;300 ml;03/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026377;7-GVR-14D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;03/08/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027574;7-GVR-19D-MA;ÁGUA;0,00;1.680,10;1;garrafa de vidro | 500 ml;500 ml;23/05/2014;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025758;7-GVR-1DA-MA;condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;17/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025758;7-GVR-1DA-MA;condensado;0,00;2.117,20;1;garrafa de vidro | 500 ml;500 ml;17/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025758;7-GVR-1DA-MA;condensado;0,00;0,00;1;pote de plástico | 5 L;3 L;17/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
